source,translation
Flow Like Water,水のような流れ
Step Like Mist,霧のような足取り
Sudden Escalation,突然のエスカレート
Critical Overload,クリティカル過負荷
Controlling Magic,支配の魔法
Attack and Spell Damage,アタックダメージおよびスペルダメージ
Emboldening Casts,鼓舞のキャスト
Enhancing Attacks,強化のアタック
Equilibrium,イクイリブリアム
Knockback and Stun Buildup,ノックバックおよびスタン蓄積
Forcewave,力の波動
DNT-UNUSED Knockback Notable,ノックバックノータブル
Clear Space,空間確保
Fire Penetration and Stun Buildup,火耐性貫通およびスタン蓄積
Exposed to the Inferno,業火に晒される
Breath of Fire,火の息
Cremation,火葬
Smoke Inhalation,煙の吸引
Overheating Blow,オーバーヒートした一撃
DNT-UNUSED Fire Penetration Notable,火耐性貫通
Shattered Crystal,粉砕された結晶
Ice Walls,氷の壁
Storm Swell,嵐のうねり
Exposed to the Cosmos,宇宙に晒される
Snowpiercer,スノーピアサー
Breath of Ice,氷の息
Glaciation,氷結
DNT-UNUSED Cold Penetration Notable,冷気耐性貫通
Overload,過負荷
Exposed to the Storm,嵐に晒される
Storm Surge,ストームサージ
Breath of Lightning,雷の息
Surging Currents,サージ電流
Electric Amplification,電気的増幅
Lightning Rod,避雷針
Electrotherapy,電気療法
DNT-UNUSED Lightning Penetration Notable,雷耐性貫通
DNT-UNUSED Elemental Penetration Notable,元素耐性貫通
Attack Damage and Combo,アタックダメージおよびコンボ
Combo Gain,コンボ獲得
Chakra of Impact,衝撃のチャクラ
Chakra of Rhythm,リズムのチャクラ
Chakra of Breathing,呼吸のチャクラ
Chaos Damage and Resistance,混沌ダメージおよび耐性
Chaos Resistance,混沌耐性
Distant Dreamer,彼方の夢想家
Energy and Critical Chance,エネルギーおよびクリティカル率
Evocational Practitioner,召喚術修行者
Mana Regeneration and Attack Speed,マナ自動回復およびアタックスピード
Chakra of Thought,思考のチャクラ
Chakra of Sight,視界のチャクラ
Chakra of Life,生命力のチャクラ
Non-Damaging Ailment Magnitude,非ダメージ性状態異常強度
Chakra of Elements,元素のチャクラ
Chakra of Stability,安定性のチャクラ
Attack and Minion Damage,アタックおよびミニオンダメージ
Commanding Rage,司令官の憤怒
Stun and Freeze Buildup,スタンおよび凍結蓄積
Outmanouver,出し抜く
Pressure Points,プレッシャー・ポイント
Stancebreak,構え崩し
Armour Break Duration,アーマー破壊持続時間
Armour Break and Armour,アーマー破壊およびアーマー
Damage vs Armour Broken Enemies,アーマー破壊された敵に対するダメージ
The Molten One's Gift,モルテンワンの贈り物
Passthrough Rounds,貫通弾
Breakage,破損
Pile On,一斉攻撃
Irreparable,修復不可能
Cruel Methods,残酷な手法
Eroding Chains,腐食の鎖
Punctured Lung,貫かれた肺
Jagged Ground Effect,ギザギザ領域効果
Bleed Damage,出血ダメージ
Perforation,穿孔
Spike Pit,針の落とし穴
DNT-UNUSED Jagged Ground Notable,ギザギザ領域
Distracting Presence,注意を引く存在
Multitasking,マルチタスク
Volatile Catalyst,不安定な触媒
Ailment Chance and Effect,状態異常付与確率および効果
Deterioration,劣化
DNT-UNUSED Ailment Chance Notable,状態異常付与確率ノータブル
Exposed Wounds,晒された傷
Ailment Damage,状態異常ダメージ
Faster Ailments,状態異常が早くなる
Ailment Effect and Duration,状態異常効果および持続時間
DNT-UNUSED Ailment Effect Notable,状態異常効果ノータブル
Fast Acting Toxins,即効性の毒
Wasting,虚弱
Intense Dose,高濃度投与
Ailment Chance and Duration,状態異常確率および持続時間
Ailment Chance and Elemental Damage,状態異常確率および元素ダメージ
Nature's Bite,自然の噛みつき
Projectile Ailment Chance,投射物状態異常確率
Quiver Effect,矢筒効果
Master Fletching,矢作りの達人
Wrapped Quiver,包まれた矢筒
Grenade Cooldown Recovery Rate,グレネードクールダウン解消レート
Grenade Area,グレネード範囲
Grenadier,グレネーダー
Cluster Bombs,クラスター爆弾
Volatile Grenades,不安定なグレネード
Grenade Fuse Duration,グレネードフューズ持続時間
Utility Ordnance,支援兵装
Demolitionist,爆破専門家
Dodge Roll,ドッジロール
Skill Damage While Moving,移動中のスキルダメージ
Pin Duration,足止め持続時間
Pin their Motivation,戦意足止め
Sitting Duck,格好の的
Pin and Run,足止めと逃走
Lockdown,拘束
Primal Protection,原始の保護
Vale Shelter,谷の避難所
Thicket Warding,茂みの守り
Lucky Rabbit Foot,幸運の兎の足のお守り
Woodland Aspect,森のアスペクト
Hunter's Talisman,狩人のタリスマン
Charm Duration,チャーム持続時間
Charm Charges Used,チャーム使用チャージ
Charm Effect,チャーム効果
Charm Activation Chance,チャームアクティベーション確率
Charm Charges,チャームチャージ
Easy Going,気楽な連携
Inspiring Ally,激励する味方
Nurturing Guardian,護りの守護者
Captivating Companionship,魅惑の相棒
Long Distance Relationship,遠距離の絆
Unspoken Bond,語らぬ絆
Lifelong Friend,人生を通じた友
Hunting Companion,狩りの相棒
Companion Damage,コンパニオンダメージ
Presence Area and Companion Area,存在下範囲およびコンパニオン効果範囲
Companion Reservation,コンパニオンリザーブ
Sic 'Em,けしかけろ！
Ailment Threshold and Companion Resistance,状態異常閾値およびコンパニオン耐性
Rallying Form,鼓舞の姿
Damage with Companion in Presence,存在下にコンパニオンがいる時のダメージ
Attack Speed with Companion in Presence,存在下にコンパニオンがいる時のアタックスピード
Pack Encouragement,群れの鼓舞
Companion Resistance and Life,コンパニオン耐性およびライフ
Life and Mana Regeneration Rate,ライフおよびマナ自動回復レート
Licking Wounds,傷舐め
Bond of the Owl,フクロウの絆
Bond of the Mamba,マンバの絆
Bond of the Viper,ヴァイパーの絆
Bond of the Wolf,オオカミの絆
Bond of the Cat,ネコの絆
Evasion and Companion Movement Speed,回避力およびコンパニオン移動スピード
Attack Speed and Companion Attack Speed,アタックスピードおよびコンパニオンアタックスピード
Area Damage and Companion Area of Effect,範囲ダメージおよびコンパニオン効果範囲
Attack Damage and Companion Damage as Chaos,アタックダメージおよびコンパニオンダメージを混沌として
Attack Damage and Companion Damage as Cold,アタックダメージおよびコンパニオンダメージを冷気として
Bond of the Ape,サルの絆
Companion Attack Speed,コンパニオンアタックスピード
Shredding Contraptions,引き裂く罠
Escalating Mayhem,エスカレートするメイヘム
Efficient Contraptions,巧妙な罠
Hazard Rearm Chance,ハザード再設置確率
Hazard Damage,ハザードダメージ
Hazard Duration,ハザード持続時間
Delayed Danger,遅延した危険
Hazard Area,ハザード範囲
Widespread Coverage,広範囲展開
Hindering Obstacles,阻害の障害物
Hazard Immobilisation Buildup,ハザード移動不可蓄積
Infused Limits,インフューズの限界
Infusing Power,注入された力
Everlasting Infusions,持続するインフュージョン
Empowering Infusions,強化されたインフュージョン
Infusion Duration,インフュージョン持続時間
Infusion Chance,インフュージョン確率
Infusion Consumption Chance,インフュージョン消費確率
Frozen Limit,凍結の上限
Infernal Limit,獄炎の上限
Shocking Limit,感電の上限
Unstable Bond,不安定な絆
Controlled Chaos,制御されたカオス
Instability,不安定性
Volatility on Kill,キル時ボラティリティ
Volatility when Stunned,スタンを受けた時にボラティリティ
Volatility Detonation Time,ボラティリティ起爆時間
Precise Volatility,精確なボラティリティ
Glory Generation and Attack Damage,グローリー生成およびアタックダメージ
Glory Generation,グローリー生成量
Invigorating Grandeur,力みなぎる威容
Everlasting Glory,永遠の栄光
Attack Damage and Presence Area,アタックダメージおよび存在下範囲
Glorious Anticipation,栄光の予感
Thrill of the Fight,戦いの高揚
Lead by Example,手本で導く
Rage on Melee Hit,近接ヒット時憤怒
Craving Slaughter,殺戮への渇望
Ailment Duration,状態異常持続時間
Hunter,狩人
Curse Effect on you,プレイヤーに対する呪い効果
Necromantic Ward,死霊術の守り
Curse Effect on you and Life Regeneration Rate,呪いおよびライフ自動回復
mercenary,傭兵
Movement Speed and Slow Effect on You,移動スピードおよびプレイヤーに対する減速効果
Momentum,モーメンタム
Light on your Feet,身軽
Attack Damage while Moving,移動中のアタックダメージ
Reduced Movement Penalty and Attack Damage while Moving,移動スピードペナルティ減少および移動中のアタックダメージ
Spray and Pray,乱射して祈れ
Run and Gun,ランアンドガン
Ailment Threshold and Slow Effect on You,状態異常閾値およびプレイヤーに対する減速効果
Against the Elements,元素に対抗して
Unflinching,怯まぬ
Into the Fray,戦場へ
Heavy Momentum,重い慣性
Master of Time,時の支配者
Damage vs Immobilised and Buildup,移動不可の敵に対するダメージおよび蓄積
Damage vs Immobilised,移動不可の敵に対するダメージ
Fearful Paralysis,恐怖による麻痺
Ballista Immobilisation Buildup,バリスタ移動不可蓄積
Ballista Damage,バリスタダメージ
Ballista Attack Speed,バリスタアタックスピード
Ballista Critical Strike and Damage,バリスタクリティカル率およびダメージ
Ballista Critical Strike,バリスタクリティカル率
Ballista Critical Damage,バリスタクリティカルダメージ
Trained Turrets,熟練砲塔
Artillery Strike,砲撃の一撃
Fortified Location,要塞化された拠点
Kept at Bay,距離を取れ
Archon Duration,アルコン持続時間
Enduring Archon,持続するアルコン
Archon Delay,アルコン遅延
Resurging Archon,再び起きるアルコン
Archon Effect and Duration,アルコン効果および持続時間
Invigorating Archon,活力を与えるアルコン
Energising Archon,エネルギーを与えるアルコン
Minion Damage and Command Speed,ミニオンダメージおよびコマンドスピード
Minion Damage and Command Skill Cooldown,ミニオンダメージおよびコマンドスキルクールダウン
Archon of Undeath,不死のアルコン
Embodiment of Death,死の具現化
Remnant Pickup Range,レムナント収拾距離
Remnant Effect,レムナント効果
Empowering Remnants,強化のレムナント
Vigorous Remnants,活力のレムナント
Arcane Remnants,アーケインレムナント
Additional Remnant Chance,追加のレムナント確率
Remnant Attraction,レムナント吸引
Spell Damage and Cast Speed,スペルダメージおよびキャストスピード
Secrets of the Orb,オーブの秘密
Ignite Effect on You,プレイヤーに対する発火効果
Flamewalker,フレイムウォーカー
Chill Effect on You,プレイヤーに対する冷却効果
Frostwalker,フロストウォーカー
Shock Effect on You,プレイヤーに対する感電効果
Stormwalker,ストームウォーカー
Strength and Dexterity,筋力および器用さ
The Great Boar,大いなるイノシシ
Evasion and Movement Speed,回避力および移動スピード
The Spring Hare,春のウサギ
Charge Duration,チャージ持続時間
Charge Duration and Dexterity,チャージ持続時間および器用さ
The Fabled Stag,伝説のシカ
Evasion while Moving,移動中の回避力
The Quick Fox,素早いキツネ
The Frenzied Bear,狂乱のクマ
Strength and Critical Damage Bonus on You,筋力およびプレイヤーに対するクリティカルダメージボーナス
The Raging Ox,怒れるウシ
The Wild Cat,野生のネコ
Ailment Magnitude,状態異常強度
The Noble Wolf,高潔なオオカミ
Accuracy Rating,命中力
The Winter Owl,冬のフクロウ
Aura Magnitude,オーラ強度
The Howling Primate,吠えるサル
Poison Duration on You,プレイヤーに対する毒持続時間
The Ancient Serpent,古代のヘビ
Puppet Master chance,パペットマスター確率
Sprint Movement Speed,スプリント移動スピード
Evasion while Sprinting,スプリント中の回避力
Evasion and Movement Speed while Sprinting,スプリント中の回避力および移動スピード
Marathon Runner,マラソンランナー
Agile Sprinter,素早い走者
Channelling Damage and Speed,チャネリングダメージおよびスピード
Channelling Damage,チャネリングダメージ
Channelling Speed,チャネリングスピード
Focused Channel,チャネリング集中
Channelling Damage and Defences,チャネリングダメージおよび防御力
Channelling Defences,チャネリング防御力
Draiocht Cleansing,ドリオクトの浄化
Melee and Projectile Damage,近接および投射物ダメージ
Primal Instinct,原始の本能
Stalk and Leap,忍び寄り飛び掛かる
Attuned with Nature,自然との調和
Reflex Action,反射行動
Spell and Attack Damage,スペルおよびアタックダメージ
Guardian of the Wilds,風の守護者
Natural Essence,自然のエッセンス
Skill Speed while Shapeshifted,シェープシフト中のスキルスピード
Primal Spirit,原始の精霊
Harbinger of Disaster,災害のハービンジャー
Bastion of the Forest,森の要塞
Totem Area of Effect,トーテム効果範囲
Rustle of the Leaves,木の葉のざわめき
Mighty Trunk,力強い幹
Totem Cast and Attack Speed and Elemental Resistance,トーテムキャストスピードおよびアタックスピードおよび元素耐性
Totem Mastery,トーテムマスタリー
Attack Added Lighting Damage,アタック追加雷ダメージ
Innate Rune,内在するルーン
Lightning Mastery,雷マスタリー
Cower Before the First Ones,最初の者にひれ伏せ
Damage Mastery,ダメージマスタリー
Bow Attack Speed,弓アタックスピード
Her Final Bite,最期の一咬み
Bow Mastery,弓マスタリー
Calculated Hunter,計算ずくの狩人
Critical Mastery,クリティカルマスタリー
Rough Carapace,棘だらけの甲羅
Thorns Mastery,棘マスタリー
Limitless Pursuit,際限なき追跡
Movement Mastery,移動スピードマスタリー
Physical Mastery,物理マスタリー
Deadly Thorns,致命的な棘
Everlasting Bloom,永続する開花
Power of the Storm,嵐の力
Invocation Mastery,インヴォケーションマスタリー
Call Upon the Deep,深淵に呼びかけよ
Elemental Mastery,元素マスタリー
First Sting,最初の一刺し
Poison Mastery,毒マスタリー
Bleed Duration,出血持続時間
Scent of Blood,血の匂い
Bleed Mastery,出血マスタリー
Forbidden Path,禁断の道のり
Minion Mastery,ミニオンマスタリー
Life Costs and Regeneration,ライフコストおよび自動回復
Give Up Your Essence,精髄を捧げよ
Nurturing Nature,自然の育み
Life Mastery,ライフマスタリー
Armour and Block Chance,アーマーおよびブロック率
Unmoving Craiceann,不動のクレイシアン
Block Chance,ブロック率
Shelter from the Rain,雨からの避難所
Armour and Energy Shield Mastery,アーマーおよびエナジーシールドマスタリー
Armour while Bleeding,出血中のアーマー
Vale Dweller,谷間の住人
Armour Mastery,アーマーマスタリー
Physical and Lightning Damage,物理ダメージおよび雷ダメージ
Unquenchable Iron,熾え続ける鉄
Stun and Elemental Threshold,スタンおよび元素系閾値
Elemental Threshold,元素系閾値
Flesh Withstands,肉体は耐え抜く
Life Costs and Chaos Damage,ライフコストおよび混沌ダメージ
Relinquish Your Life,命を手放せ
Corruption Endures,穢れは消えぬ
Mentorship,メンターシップ
Ally Damage,味方ダメージ
Ally Attack and Cast Speed,味方アタックおよびキャストスピード
Self Sacrificing,自己犠牲
Trusted Partner,信頼のパートナー
Friend to Many,多くのものの友人
Known by All,万人が知るもの
Gain Maximum Power Charges on Gaining Power Charge,パワーチャージ獲得時パワーチャージ最大数獲得
Gift of the Plains,平原の贈り物
Gain Maximum Frenzy Charges on Gaining Frenzy Charge,フレンジーチャージ獲得時フレンジーチャージ最大数獲得
Prize of the Hunt,狩りの獲物
Gain Maximum Endurance Charges on Gaining Endurance Charge,エンデュランスチャージ獲得時エンデュランスチャージ最大数獲得
Strength of the Deep,深海の力
Strength and Spell Damage,筋力およびスペルダメージ
Powerful Casting,力強い詠唱
Chance to Poison and Spell Damage,毒付与確率およびスペルダメージ
Night's Bite,夜の噛みつき
Archon Duration and Critical Damage,アルコン持続時間およびクリティカルダメージ
Exhaust All Power,全ての力を使い果たせ
Channelling Stun Threshold,チャネリングスタン閾値
Channelling Life Recoup,チャネリングライフ回収
Meditative Focus,瞑想の集中
Shapeshifted Aftershock Chance,シェープシフト余震確率
Echoes of Ferocity,獰猛さの反響
Shapeshifted Skill Effect Duration,シェープシフトスキル効果持続時間
Endlessly Soaring,果てなき飛翔
Shapeshifted Mana Regeneration,シェープシフトマナ自動回復
Lunar Boon,月の恩寵
Hidden Forms,隠された形態
Damage and Minion Damage,ダメージおよびミニオンダメージ
Comradery,仲間意識
Anger Management,アンガーマネジメント
Life and Mana Regeneration,ライフおよびマナ自動回復
Placeholder,プレースホルダー
DNT-UNUSED Placeholder Notable,プレースホルダーノータブル
Resolute Technique,レゾリュートテクニック
Giant's Blood,ジャイアントブラッド
Unwavering Stance,アンウェイバリングスタンス
Avatar of Fire,アバターオブファイヤー
Blood Magic,ブラッドマジック
Zealot's Oath,ゼロッツオース
Ancestral Bond,アンセストラルボンド
Pain Attunement,ペインアチューンメント
Chaos Inoculation,カオスイノキュレイション
Eldritch Battery,エルドリッチバッテリー
Mind Over Matter,マインドオーバーマター
Whispers of Doom,ウィスパーオブドゥーム
Necromantic Talisman,ネクロマンティックタリスマン
Conduit,コンジット
UNUSED Ghost Reaver,ゴーストリーバー
Resonance,レゾナンス
Eternal Youth,エターナルユース
Primal Hunger,プライマルハンガー
Dance with Death,ダンスウィズデス
Heartstopper,ハートストッパー
Oasis,オアシス
Vaal Pact,ヴァール・パクト
Iron Reflexes,アイアンリフレックス
Glancing Blows,グランシングブロウズ
Elemental Equilibrium,エレメンタルイクイリブリアム
Bulwark,バルワーク
Crimson Assault,クリムゾンアサルト
Trusted Kinship,トラステッドキンシップ
Hollow Palm Technique,ホローパームテクニック
Blackflame Covenant,ブラックフレームコヴェナント
Ritual Cadence,リチュアルケイデンス
Chimeral Blood,キメラルブラッド
Scarred Faith,スカードフェイス
Lord of the Wilds,ロードオブザワイルド
Wildsurge Incantation,ワイルドサージインカンテーション
Desert's Scorn,砂漠の軽蔑
Bastion of Light,光の砦
Storm's Rebuke,嵐の懲罰
Grace of the Ancestors,祖先の恩寵
Paragon,パラゴン
Lord of the Squall,スコールの王
Growing Peril,増大する危機
Dark Entropy,闇のエントロピー
Zarokh's Gift,ザロクの贈り物
Augmented Flesh,増強された肉体
Kaom's Blessing,カオムの祝福
Mystic Avalanche,神秘の雪崩
Replenishing Horde,補充される軍勢
Magnum Opus,マグナムオプス
Dominion,支配
Thaumaturgic Generator,ソーマタージー発生装置
Unfettered,束縛なき
Attack Mastery,アタックマスタリー
Warlord,ウォーロード
Berserker,バーサーカー
Chieftain,チーフテン
Titan,タイタン
Brute,ブルート
Smith of Kitava,キタヴァの鍛冶屋
Deadeye,デッドアイ
Arcane Archer,アーケインアーチャー
Pathfinder,パスファインダー
Amazon,アマゾン
Spirit Walker,スピリットウォーカー
Ritualist,プライマリスト
Infernalist,インファーナリスト
Blood Mage,ブラッドメイジ
Necromancer,ネクロマンサー
Stormweaver,ストームウィーバー
Chronomancer,クロノマンサー
Disciple of Varashta,ディサイプルオブヴァラシュタ
Deathmarked,デスマークド
Gladiator,グラディエーター
Champion,チャンピオン
Tactician,タクティシャン
Witchhunter,ウィッチハンター
Gambler,ギャンブラー
Inquisitor,インクイジター
Heretic,ヘレティック
Guardian,ガーディアン
DNT Unused,ワイルドハート
Assassin,アサシン
Phantom,ファントム
Saboteur,サボター
Martial Artist,マーシャルアーティスト
Master of the Elements,マスターオブエレメンツ
Acolyte of Chayula,チャユラの信奉者
Slam Area of Effect,スラム効果範囲
Earthbreaker,大地を破壊するもの
Ancestral Empowerment,先祖による強化
Mountain Splitter,山を割るもの
Crushing Impacts,壊滅する衝撃
Hulking Form,巨大な姿
Colossal Capacity,膨大な能力
Mysterious Lineage,神秘的な血統
Stone Skin,石の皮膚
Anvil's Weight,金床の重さ
Imploding Impacts,内部破裂の衝撃
Jade Heritage,ヒスイの遺産
Warcaller's Bellow,ウォーコーラーの叫び
DNT - UNUSED Greatwolf's Howl,大狼の遠吠え
Answered Call,応えられた呼び声
Wooden Wall,木製の壁
Renly's Training,レンリーのトレーニング
Turtle Charm,亀のお守り
Heat of the Forge,鍛冶場の熱
Living Weapon,生ける武器
Against the Anvil,金床を前にして
Coal Stoker,石炭係
Forged in Flame,炎で鍛えられて
Smith's Masterwork,鍛冶屋の傑作
Tantalum Alloy,耐熱の合金
Kitavan Imprint,キタヴァの刻印
Spiked Plates,棘付きのプレート
Support Straps,補強のストラップ
Kitavan Engraving,キタバの刻印
Tribute to Utula,ウトゥーラへの捧げもの
Leather Bindings,革の拘束具
Flowing Metal,溶けた金属
Molten Symbol,マグマのシンボル
Internal Layer,内部強化層
Dedication to Kitava,キタバへの捧げもの
Heatproofing,耐熱処理
Life,ライフ
Mana,マナ
Beidat's Gaze,ベイダットの凝視
Beidat's Hand,ベイダットの手
Beidat's Will,ベイダットの意思
Altered Flesh,変質した肉体
Demonic Possession,悪魔の憑依
Mastered Darkness,闇の支配者
Pyromantic Pact,火術の契約
Bringer of Flame,炎をもたらすもの
Grinning Immolation,笑みを浮かべた焼身
Loyal Hellhound,忠実なヘルハウンド
Seething Body,燃え上がる身体
Bleed on Critical Chance,クリティカル時出血
Gore Spike,血塗れの棘
Sunder the Flesh,肉を切り裂け
Sanguimancy,血魔術
Blood Barbs,血の茨
Whispers of the Flesh,肉の囁き
Vitality Siphon,生命力吸収
Grasping Wounds,絡みつく傷
Crimson Power,深紅の力
Sanguine Tides,血の色の潮
Crystalline Phylactery,結晶の魂の器
Rupture the Soul,魂を引き裂け
Necromantic Conduit,死霊術の回路
Blackened Heart,黒ずんだ心臓
Soulless Form,魂なき体
Eternal Life,永遠の命
Price of Power,力の代価
Eldritch Empowerment,エルドリッチの強化
Incessant Cacophony,絶え間ない不協和音
Rupture the Flesh,肉を切り裂け
Umbral Well,闇の井戸
Unwilling Offering,望まぬ供物
Steward of Kulemak,クーラマクの世話人
Minion Reservation Efficiency,ミニオンリザーブ効率
Chill Duration,冷却持続時間
Remnant Range,レムナント範囲
Constant Gale,絶え間ない強風
Force of Will,意思の力
Tempest Caller,テンペストコーラー
Multiplying Squalls,次々と襲うスコール
Strike Twice,二度落ちる雷
Shaper of Storms,嵐を形作る者
Heavy Snows,重い雪
Shaper of Winter,冬を形作る者
Storm's Recollection,嵐の思い出
Refracted Infusion,屈折したインフュージョン
Buff Expiry Rate,バフ消失レート
Skill Speed and Area of Effect,スキルスピードおよび効果範囲
Footprints in the Sand,砂漠の足跡
Ultimate Command,究極の命令
Inevitability,避けられぬ運命
Phased Form,フェーズ形態
Now and Again,時折
Unbound Encore,解放された再演
Apex of the Moment,最高潮
Quicksand Hourglass,流砂の砂時計
Sacred Rituals,神聖な儀式
The Fourth Teaching,第4の教え
Varashta's Intuition,ヴァラシュタの直感
Tale Woman's Attunement,語り女の調和
Instruments of Power,力の装具
Baryanic Leylines,バリャのレイライン
Barya of Navira,ナヴィラのバリャ
Barya of Kelari,ケラリのバリャ
Barya of Ruzhan,ルザンのバリャ
Navira's Fracturing,ナヴィラの破砕
Navira's Well,ナヴィラの井戸
Navira's Oasis,ナヴィラのオアシス
Kelari's Deception,ケラリの欺き
Kelari's Judgment,ケラリの裁き
Kelari's Malediction,ケラリの呪詛
Ruzhan's Trap,ルザンの罠
Ruzhan's Reckoning,ルザンの清算
Ruzhan's Fury,ルザンの怒り
A Solid Plan,確かな計画
Watch How I Do It,私のやり方を見ていろ
Whoever Pays Best,支払いが最も高いもの
Suppressing Fire,制圧射撃
Right Where We Want Them,狙い通りの位置
Polish That Gear,装備を磨き上げろ
"Stay Light, Use Cover",素早く動け、身を隠せ
"Cannons, Ready!",大砲発射準備！
Unleash Hell!,地獄を解き放て！
Strategic Embankments,戦略的防壁
Damage vs Low Life Enemies,低ライフ状態の敵へのダメージ
Pitiless Killer,無慈悲な殺し屋
"Judge, Jury, and Executioner",裁判官であり、陪審であり、処刑人でもある
Witchbane,ウイッチベイン
No Mercy,慈悲はない
Obsessive Rituals,執念の儀式
Ceremonial Ablution,儀式の清め
Zealous Inquisition,熱狂的な異端審問
Weapon Master,ウェポンマスター
Skill Gem Quality,スキルジェム品質
Attributes,能力値
Essence of Virtue,美徳のエッセンス
Implanted Gems,埋め込まれたジェム
Bolstering Implants,強化用インプラント
Motoric Implants,運動強化インプラント
Neurological Implants,神経インプラント
Gem Studded,ジェムの嵌め込み
Advanced Thaumaturgy,上級ソーマタージー
Enhanced Effectiveness,向上した効能
Adaptive Capability,適応能力
Integrated Efficiency,統合された効率
Thaumaturgical Infusion,ソーマタージの注入
Passive Point,パッシブポイント
Critical Damage Bonus on You,プレイヤーに対するクリティカルダメージボーナス
Critical Hit Chance,クリティカルダメージ
Entwined Realities,交錯する現実
The Unseen Path,目に見えぬ道
Harmony Within,内なるハーモニー
Converging Paths,収束する道
Fateful Vision,宿命の幻視
Unnamed Heartwood,名もなき芯材
The Lesser Harm,小さき害
Forced Outcome,強制された結果
Turning of the Seasons,季節の変わり目
Bringer of the Apocalypse,アポカリプスをもたらすもの
Druidic Champion,ドルイドのチャンピオン
Reactive Growth,反応的成長
Avatar of Evolution,進化の化身
Furious Wellspring,激昂の源泉
Sacred Flow,聖なる流れ
Wisdom of the Maji,マジの知恵
Additional Power Charge Chance,追加パワーチャージ確率
Martial Adept,武術の熟達者
Martial Master,武術の達人
Hollow Focus Technique,ホロウフォーカス技法
Hollow Resonance Technique,ホロウレゾナンス技法
Runic Meridians,ルーンの経絡
Way of the Mountain,山の道
Hollow Form Technique,ホロウフォーム技法
Way of the Stonefist,石拳の道
Energy Shield Recharge Rate,エナジーシールドリチャージレート
Lead me through Grace...,恵みを通して導き...
...and Protect me from Harm,...そして危害から我を守り給え
I am the Thunder...,私は雷であり...
I am the Blizzard...,私は吹雪であり...
...and I Shall Rage,...そして我は怒る
Sunder my Enemies...,...我が敵を切り裂け
...and Scatter Them to the Winds,...敵を粉砕し、風に乗って飛ばせ
Faith is a Choice,信仰は選択である
The Soul Springs Eternal,魂は永遠に湧き出る
Volatility,ボラティリティ
Leech,リーチ
Darkness,ダークネス
Damage as Chaos,ダメージを混沌ダメージとして
Inner Turmoil,内なる混乱
Unravelling,崩壊
Sap of Nightmares,悪夢の受益
Chayula's Gift,チャユラの贈り物
Waking Dream,目覚めた夢
Choice of Power,選択の力
Embrace the Darkness,闇を抱擁せよ
Grasp of the Void,虚無を掴め
Deepening Shadows,深まる影
Archon of Chayula,チャユラのアルコン
Choice of Mana,マナの選択
Choice of Life,ライフの選択
Lucid Dreaming,明晰夢
Endless Munitions,尽きない弾薬
Far Shot,ファーショット
Point Blank,ポイントブランク
Projectile Proximity Specialisation,接近射撃専門化
Gathering Winds,風集め
Mirage Deadeye,幻影の射手
Avidity,熱望
Thrilling Chase,スリリングな追跡
Called Shots,狙い撃ち
Bullseye,ブルズアイ
Poison Effect,毒効果
Passive Points,パッシブポイント
Running Assault,疾走する攻撃
Relentless Pursuit,容赦ない追跡
Contagious Contamination,感染性汚染
Overwhelming Toxicity,圧倒する毒物
Sustainable Practices,持続可能な戦術
Enduring Elixirs,持続するエリクサー
Brew Concoction,醸造された混合物
Explosive Concoction,爆破の混合物
Shattering Concoction,粉砕の混合物
Fulminating Concoction,爆鳴の混合物
Acidic Concoction,酸の混合物
Bleeding Concoction,出血の混合物
Path Seeker,道を求めるもの
Path of the Sorceress,ソーサレスの道
Thawing Campfire,解凍の焚火
Path of the Warrior,ウォーリアーの道
Traveller's Wisdom,旅行者の知恵
Critical Strike,クリティカルストライク
Penetrate,貫通
Predatory Instinct,捕食者の本能
In for the Kill,止めを刺せ
Surging Avatar,サージの化身
Elemental Surge,エレメンタルサージ
Azmeri Brew,アズメリの醸造酒
Stalking Panther,忍び寄るクロヒョウ
Mystic Harvest,神秘の収穫
Shared Companion Damage,共有されるコンパニオンダメージ
Companion Life and Area,コンパニオンライフおよび効果範囲
Vivid Stampede,ビビッドスタンピード
The Mórrigan's Guidance,モリガンの導き
Wild Protector,ワイルドプロテクター
The Catha's Balance,キャサのバランス
Primal Bounty,プライマルバウンティー
The Mhacha's Gift,マハチャの贈り物
The Natural Order,自然の秩序
Idolatry,偶像崇拝
Sacred Unity,聖なる団結
Reduced Mana,マナ減少
Reduced Spirit,スピリット減少
Reduced Resistances,耐性減少
Life Recovery Rate,ライフ回復レート
Mystic Attunement,神秘との調和
Unfurled Finger,吊るされた指
Intricate Sigils,精巧な紋章
Mind Phylacteries,思考の護符
Wildwood Persistence,ワイルドウッドのしぶとさ
Corrupted Lifeforce,穢れたライフフォース
As the Whispers Demand,囁きが欲するがままに
Devotion to the King,王への献身
MARAUDER,マローダー
WITCH,ウィッチ
RANGER,レンジャー
DUELIST,デュエリスト
TEMPLAR,テンプラー
SIX,六
Jewel Socket,ジュエルソケット
Sinister Jewel Socket,シニスタージュエルソケット
Ephemeral Contact,儚い契約
Ancient Reserve,古代の備蓄
Unburdened Shadow,解放された影
Unbuckling Resilience,緩む抵抗力
Uncompromising Efficacy,妥協なき効果
Unfettered Hysteria,解き放たれた狂乱
Enduring Threats,持続する脅威
