source,translation
Aerisvane's Wings,エーリスヴェインの翼
Falling Snow,フォーリング・スノウ
Dusk Vigil,夕闇の番
The Velvet Orchestra,ベルベット・オーケストラ
Couture of Crimson,紅のクチュール
Keelhaul,竜骨くぐり
Birthright Buckle,遺産のバックル
Seeing Stars,見つめる星
Obern's Bastion,オバーンの砦
Valako's Vice,ヴァラコの悪心
Ravenous Passion,飢えた情熱
Vestige of Darkness,闇の痕跡
Gloamgown,グロームガウン
Nocturne,夜想曲
Pulpit Pulper,演壇潰し
Trephina,トレフィナ
Fairgraves' Curse,フェアグレーヴスの呪い
Perandus Seal,ペランダスの印鑑指輪
Defiance of Destiny,運命への反抗
The Flawed Refuge,至らぬ避難所
Rhea's Rhythm,レアのリズム
Carrion Call,死体の呼び声
The Eternal Spark,永遠の火花
Powertread,パワートレッド
Shavronne's Satchel,シャヴロンの鞄
Waistgate,ウェイストゲート
Cat O' Nine Tails,九尾の猫
Bijouborne,ビジューボーン
Silverpoint,シルバーポイント
Goregirdle,ゴアガードル
Circle of Protection,防御円
Effigy of Cruelty,残酷の人型
Cracklecreep,クラックルクリープ
Matsya,マーツヤ
The Empty Roar,虚ろな咆哮
Rampart Raptor,城壁の略奪者
Sanguine Diviner,血の占い棒
Rod of Enervation,脱力の杖
Enezun's Charge,エネズンの突撃
Mist Whisper,霧の囁き
The Wicked Quill,邪悪な針
Trenchtimbre,トレンチティンバー
Sculpted Suffering,彫刻されし苦痛
Grimgrasp,グリムグラスプ
Ironbound,アイアンバウンド
Earthbound,アースバウンド
Wax and Wane,満干
Birth of Fury,怒りの誕生
Prized Pain,尊ばれし苦痛
Glowswarm,グロウスウォーム
Seed of Cataclysm,災厄の種子
Blistering Bond,焼け付く絆
Polcirkeln,プールシルケルン
Whisper of the Brotherhood,一党の囁き
Levinstone,レヴィンストーン
The Burrower,潜る者
Vigilant View,警戒の目
Evergrasping Ring,貪欲の指輪
Victario's Study,ヴィクタリオの研究
Nighthowl,ナイトハウル
Nazir's Judgement,ナズィルの審判
Goldshaper,ゴールドシェイパー
Constricting Command,締め付ける命令
Idol of Uldurn,ウルダーンの偶像
The Everlasting Gaze,不朽の眼差し
Surefooted Sigil,確かな足取りの印章
Ligurium Talisman,リグリウムの魔除け
Rondel of Fragility,脆弱のロンデル
Fixation of Yix,イクスの凝視
Beacon of Azis,アジスの標
Fireflower,ファイアフラワー
Serpent's Egg,蛇の卵
Revered Resin,敬われし樹脂
Igniferis,イグニフェリス
The Adorned,飾り立てられしもの
Zerphi's Genesis,ゼルフィの誕生
Blessed Bonds,祝福されし絆
Sekhema's Resolve Fire,サフリンの決意
Sekhema's Resolve Cold,エシュテラの道
Sekhema's Resolve Lightning,ザイダの長寿
Svalinn,スヴァリン
Keeper of the Arc,弧の守りて
Olrovasara,オルロヴァサラ
The Burden of Shadows,影の重荷
Pragmatism,プラグマティズム
Melting Maelstrom,溶解する大渦
Collapsing Horizon,崩壊する地平線
Beyond Reach,手の届かぬ所
The Fallen Formation,堕ちたる陣形
The Hammer of Faith,信仰の鎚
Strike of Inspiration,一瞬の閃き
Chainsting,チェインスティング
Spire of Ire,怒りの柱
Adonia's Ego,アドニアのエゴ
Saitha's Spear,サイザの槍
Napuatzi's Bite,ナプアッツィの牙
Rhoa Reaver,ロアリーヴァー
Tale of the Tempest,嵐の物語
Tyranny's Grip,圧政の手
Murkshaft,マークシャフト
The Lethal Draw,致死の一矢
Sacrosanctum,サクロサンクタム
Silks of Veneration,畏敬の衣
The Prisoner's Manacles,囚人の枷
Black Vise,黒の万力
Paleshade,ペールシェイド
The Last Lament,最後の悲しみ
Double Vision,複視
Seastrider,シーストライダー
The Celestial Brace,天の支え
Leopold's Applause,レオポルドの拍手
Demon's Lantern,悪魔のランタン
Pauper's Path,貧民の道
The Tempest Rising,高まる嵐
Decree of Flight,飛翔の布告
Sorrowshroud,ソロウシュラウド
Kiloava's Bluster,キロアヴァの恫喝
Cursecarver,呪い刻み
Windpiercer,ウィンドピアサー
The Gnashing Sash,歯を鳴らす帯
Bursting Decay,溢れる腐敗
Death Articulated,明確な死
Demigod's Virtue,半神の美徳
Demigod's Duty,半神の義務
Demigod's Loyalty,半神の忠誠
Demigod's Valor,半神の勇気
Demigod's Fortitude,半神の頑健
Demigod's Judgement,半神の審判
INCOMPLETE,未完
Amor Mandragora,マンドラゴラの愛
Spiteful Floret,悪意の小花
Hysseg's Claw,ヒッセグの爪
The Flesh Poppet,肉の呪い人形
Surge of the Tide,潮の奔流
Fury of the King,王の怒り
Heroic Tragedy,英雄の悲劇
Against the Darkness,闇との対立
Beetlebite,ビートルバイト
Ingenuity,創造力
Prism of Belief,信仰のプリズム
From Nothing,虚空より来たる
Controlled Metamorphosis,制御された変質
Strugglescream,ストラグルスクリーム
Twilight Order Relic,黄昏の教団の箱
Ixchel's Torment,イシュチェルの苦痛
Ogham's Legacy,オガムの遺産
Ventor's Contraption,ヴェンターの装置
The Rain Festival Beetle,雨祭りの甲虫
Beira's Anguish,ベイラの苦悶
Forgotten By Time,時に忘れられし物
The Grand Project,偉大なる計画
Ngamahu's Chosen,ナマフに選ばれしもの
The Fall of the Axe,斧の一振り
Cruel Hegemony,残酷な支配
Clear Skies,開けた空
Freedom of Faith,信仰の自由
Season of the Hunt,狩りの季節
Rite of Passage,通過儀礼
Wraeclast Besieged,包囲されたレイクラスト
Visions of Paradise,楽園の幻視
Sanguis Heroum,サングイス・ヘロウム
Arakaali's Gift,アラカーリの贈り物
Breath of the Mountains,山の息吹
Valako's Roar,ヴァラコの雄叫び
Forsaken Bangle,見捨てられしバングル
Nascent Hope,希望の芽吹き
The Black Cat,黒猫
For Utopia,楽園のために
The Ordained,選ばれし者
Twisted Empyrean,歪んだ天空
Periphery,周縁
Sadist's Mercy,サディストの慈悲
Unnatural Evolution,自然のものではない進化
Great Serpent's Bane,大蛇殺し
Duality,二面性
Cadiro's Gambit,カディロの賭け
Grip of Kulemak,クーラマクの掌握
Veilpiercer,ヴェイルピアサー
Gatecrasher,ゲートクラッシャー
Ngamahu's Call,DNT Ngamahu's Call
Nightmare Shell,DNT Nightmare Shell
Perilous Pendulum,DNT  Perilous Pendulum
Depthcharge,DNT Depthcharge
The Towering Shadow,DNT The Towering Shadow
Tawhoa's Felling,タウホアの伐採
Undying Hate,不死の憎しみ
Serle's Grit,サールの気骨
Highborn Lowlander,DNT Highborn Lowlander
Heart of the Well,井戸の心臓
Flesh Crucible,肉のるつぼ
DNT AbyssExileMarauder1,DNT-UNUSED Todo
AbyssExileWarrior1,リッチボーン、タウア
AbyssExileWarrior2,リッチボーン、ラオク
AbyssExileRanger1,リッチボーン、ブロナック
AbyssExileRanger2,リッチボーン、アドリエンヌ
AbyssExileHuntress1,リッチボーン、ニシャ
AbyssExileHuntress2,リッチボーン、イゼル
AbyssExileWitch1,リッチボーン、ヴァサ
AbyssExileWitch2,リッチボーン、シアラ
AbyssExileSorceress1,リッチボーン、ニャッサ
AbyssExileSorceress2,リッチボーン、へスペリア
DNT AbyssExileDuelist1,DNT-UNUSED Todo
AbyssExileMercenary1,リッチボーン、ウルフレッド
AbyssExileMercenary2,リッチボーン、ドルーシアン
DNT AbyssExileTemplar1,DNT-UNUSED Todo
DNT AbyssExileDruid1,DNT-UNUSED Todo
DNT AbyssExileShadow1,DNT-UNUSED Todo
AbyssExileMonk1,リッチボーン、ソンダー
AbyssExileMonk2,リッチボーン、ドラン
The Watcher in the Dark,闇に潜む監視者
Ervig's Cane,エルヴィグの杖
Unforeseen Consequences,予期せぬ結果
Sanson's Pillars,DNT Sanson's Pillars
Redemption,贖罪
Mastered Domain,熟達した領域
Legacy of the Order,結社の遺産
